"V1","V2","V3","V4","V5"
20.2510984933896,14.0773263397356,38.3089799008781,10.9654645731204,8.41528460417711
24.3368679441016,27.673765842216,56.8506980427468,16.204553489962,10.3740107531285
30.2862088220845,31.7481670824901,54.374046641408,16.1618707491405,12.6616179381408
33.5314612764283,39.7473076622011,67.5599907287552,39.3894560887796,17.5686590279777
23.2636238333301,29.4072559055552,66.0934038540678,8.89305894391865,13.1219975600431
61.6880047461646,57.4641700132293,89.8581978849673,54.3281345747689,62.2623440916404
27.9474892904607,21.4266844122533,46.483070998193,11.0007559863904,14.473840670726
38.7260895392508,36.4266451275837,74.3521715127184,33.7401349726118,26.2790637688157
33.2467998016165,24.7267495587795,54.6847886607386,25.030159174115,18.69169350882
29.1243643923161,17.5718667769583,62.8222154618138,28.3281094025328,12.2706304279751
22.2916170840928,23.427889690708,54.2614174340031,13.9075826830069,18.3617502151651
41.6432785211511,28.0436633296037,61.6730407467061,61.3121522557548,54.0656474518008
26.4714365574755,28.6346305499576,60.913099730254,16.9552021154697,12.3210465868712
32.673838638821,22.5774833326424,55.8719983897318,14.3913832451839,9.52782186694647
31.348989354995,31.9984630510863,85.5855624179017,18.3663068295319,16.8537568265765
27.8653181867135,38.3656580756817,62.6163107308385,40.32988218707,14.3538187160321
55.1700208126726,28.8607324379805,61.212207029641,19.8581038883477,16.2506575998744
69.0650349020431,71.5609222215723,69.2143175229239,70.5920439245198,37.4196727567033
34.9768846319394,26.6263597121222,54.8778980687081,41.854486732115,14.7815991986075
22.3085809027816,29.8195473668674,64.8451966784972,19.5484384169091,9.9704087150846
