"V1","V2","V3","V4","V5"
0,0,1,0,0
0,0,12,0,0
0,0,3,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,2,0,0
0,0,1,0,0
0,0,13,0,0
0,0,0,0,0
0,0,3,0,0
0,0,5,14,0
0,0,1,0,0
0,0,0,0,0
0,0,5,0,0
0,0,3,0,0
0,0,13,0,0
0,5,5,0,0
1,0,4,0,0
0,0,0,0,0
