"V1","V2","V3","V4","V5"
3.5564241781804,4.14608200876577,7.59419916760655,4.72501897742554,1.67979361965675
3.370808243861,4.01356901320176,12.0486389584135,6.59461200037935,1.7179242655525
4.34631048829556,6.54690850580917,10.0108655750688,4.28949590347366,2.06184995100858
6.082186581884,5.37066590209336,10.383157437369,9.79013176589663,2.53011400731786
4.27344985866405,6.51792617735896,9.69271901420672,3.59630001219196,2.14538495034713
8.75772536064651,8.29238811934331,12.8099753750242,9.66270530223677,8.83611077362378
4.86671598068763,3.28721155498761,8.33370715461219,3.63653704561153,1.94138879240475
7.29488185319477,6.57519755894163,10.4148279909965,5.1429828535731,3.77406954484024
4.55267069774738,4.15589647496024,11.8256616112434,4.83424784005437,2.84680703069577
3.95948222173843,2.48800091275192,10.0472721509502,4.95979380000266,1.75259672405084
4.29779159178457,4.29921005912019,10.2330964912912,7.74409306334938,2.63097567275426
6.77748395942938,3.78771998552627,12.6024269890754,12.4106750113444,10.512481962757
4.43414716255694,5.42135995269189,8.79236700869521,4.19915145686058,2.19987189371064
4.39483813079326,3.16891783238159,7.4756204105454,2.55822693714312,1.7035422844259
6.00254918677278,5.65164941032097,11.447322853513,5.23871112482804,2.46279313336623
3.89949332672405,5.51913743615144,9.81430783284664,6.86608429516929,2.04208688963614
10.6432655198679,5.18069066303651,13.3351129748272,4.50844811688481,2.64941978082879
9.60801636841979,12.0423997819296,13.1215608943093,13.2000190632308,5.41383827507871
7.44579810148134,5.32230919833913,10.6169424741536,5.87569113968603,2.31329049705293
2.94565009656164,4.31131351336047,8.67204705672708,2.85713655983908,1.47142220964812
