"V1","V2","V3","V4","V5"
35.8790672584918,26.1315611922455,76.8992058484516,18.9191085625226,53.4503598378581
78.5692163583883,73.1465323809964,82.6727377492245,65.8056129087001,81.6420953490402
54.3543704153628,64.4265154936384,88.9812929163055,56.2196645014533,64.0987904493578
71.5119519535589,61.6691857435841,78.4155102557369,80.5827823707158,53.5143091284045
68.8190295111825,37.9284458756399,74.6273884070671,13.2140614816812,43.8697105260095
73.8422041850693,74.9596421232936,90.3273491768106,63.7001591403605,75.259817759995
36.086060220173,25.7309899609241,72.7497266616368,11.9016097819653,21.2560717659197
73.783228975406,85.5177519694562,86.9297647367238,76.5547169575197,70.4050491321063
86.4737745244794,65.8336896340359,60.6367908330454,61.1559189064866,81.5185889464541
30.1913825251528,17.6309221632635,74.3020811647898,75.7248213057392,14.285884148641
83.2872725564423,56.8460099791713,84.02826599151,58.5166565479635,77.5199077352129
80.0682587184527,85.2208677772026,97.5453077173048,83.3729737506457,75.6711181186901
64.6172800940559,81.2621045982318,74.9624519141188,27.9085029411217,28.4724889908839
28.5126043494012,20.2394536259805,84.1462669715003,39.556566943581,14.4291581779689
56.7468667431493,52.265112670174,87.7548864079256,30.830961613091,68.6279323447338
82.7726249309091,75.7683570308755,80.4023842602284,51.0587558922603,53.4932269838316
62.3135477508847,79.5859071840104,61.6051903819959,67.9646809468688,79.9917267825765
91.2286271460535,87.1553539455121,100.734332563918,84.8671747753968,85.287882577626
89.5227527991926,74.8641788636425,79.705882556466,71.6129967508292,71.0888753460792
76.8740039706486,38.9952104892612,91.544386650396,19.7565095416566,24.8494731146296
